t,o,h,l,c,v
2025-11-25 23:58:00+00:00,58.07,58.08,58.07,58.08,6
2025-11-25 23:59:00+00:00,58.08,58.08,58.07,58.07,3
2025-11-26 00:00:00+00:00,58.08,58.08,58.06,58.06,15
2025-11-26 00:01:00+00:00,58.07,58.08,58.07,58.08,10
2025-11-26 00:02:00+00:00,58.07,58.08,58.07,58.08,14
2025-11-26 00:03:00+00:00,58.07,58.07,58.07,58.07,1
2025-11-26 00:04:00+00:00,58.08,58.08,58.08,58.08,1
2025-11-26 00:05:00+00:00,58.08,58.08,58.07,58.07,9
2025-11-26 00:06:00+00:00,58.06,58.06,58.06,58.06,1
2025-11-26 00:07:00+00:00,58.07,58.07,58.06,58.06,2
2025-11-26 00:08:00+00:00,58.07,58.07,58.07,58.07,4
2025-11-26 00:09:00+00:00,58.06,58.07,58.06,58.07,4
2025-11-26 00:10:00+00:00,58.06,58.07,58.06,58.07,11
2025-11-26 00:11:00+00:00,58.07,58.07,58.07,58.07,9
2025-11-26 00:12:00+00:00,58.07,58.07,58.05,58.05,9
2025-11-26 00:13:00+00:00,58.05,58.05,58.03,58.05,17
2025-11-26 00:14:00+00:00,58.05,58.05,57.98,58.01,143
2025-11-26 00:15:00+00:00,58.02,58.02,58.02,58.02,15
2025-11-26 00:16:00+00:00,58.02,58.03,58.01,58.02,32
2025-11-26 00:17:00+00:00,58.03,58.03,58.02,58.03,17
2025-11-26 00:18:00+00:00,58.03,58.03,58.02,58.02,3
2025-11-26 00:19:00+00:00,58.03,58.03,58.03,58.03,3
2025-11-26 00:20:00+00:00,58.03,58.03,57.98,58.01,76
2025-11-26 00:21:00+00:00,58.02,58.03,58.02,58.03,16
2025-11-26 00:22:00+00:00,58.03,58.03,58.03,58.03,2
2025-11-26 00:23:00+00:00,58.03,58.04,58.03,58.03,15
2025-11-26 00:24:00+00:00,58.03,58.04,58.03,58.04,3
2025-11-26 00:25:00+00:00,58.04,58.04,58.02,58.02,15
2025-11-26 00:26:00+00:00,58.04,58.04,58.04,58.04,1
2025-11-26 00:27:00+00:00,58.03,58.03,58.03,58.03,1
2025-11-26 00:28:00+00:00,58.04,58.04,58.04,58.04,3
2025-11-26 00:29:00+00:00,58.05,58.06,58.04,58.06,14
2025-11-26 00:30:00+00:00,58.06,58.07,58.06,58.07,9
2025-11-26 00:31:00+00:00,58.07,58.09,58.07,58.09,15
2025-11-26 00:33:00+00:00,58.08,58.08,58.08,58.08,4
2025-11-26 00:34:00+00:00,58.08,58.08,58.08,58.08,9
2025-11-26 00:35:00+00:00,58.08,58.09,58.08,58.09,7
2025-11-26 00:36:00+00:00,58.09,58.09,58.09,58.09,3
2025-11-26 00:37:00+00:00,58.08,58.08,58.08,58.08,1
2025-11-26 00:41:00+00:00,58.09,58.09,58.08,58.08,3
2025-11-26 00:42:00+00:00,58.09,58.11,58.09,58.11,91
2025-11-26 00:43:00+00:00,58.11,58.11,58.1,58.11,9
2025-11-26 00:44:00+00:00,58.12,58.13,58.12,58.12,21
2025-11-26 00:45:00+00:00,58.12,58.12,58.12,58.12,5
2025-11-26 00:46:00+00:00,58.11,58.11,58.1,58.1,11
2025-11-26 00:47:00+00:00,58.1,58.1,58.1,58.1,1
2025-11-26 00:48:00+00:00,58.09,58.09,58.09,58.09,2
2025-11-26 00:49:00+00:00,58.1,58.1,58.1,58.1,1
2025-11-26 00:50:00+00:00,58.1,58.11,58.1,58.11,5
2025-11-26 00:51:00+00:00,58.1,58.1,58.1,58.1,5
2025-11-26 00:53:00+00:00,58.09,58.09,58.08,58.09,5
2025-11-26 00:54:00+00:00,58.09,58.1,58.09,58.1,3
2025-11-26 00:55:00+00:00,58.09,58.09,58.08,58.08,3
2025-11-26 00:56:00+00:00,58.09,58.09,58.08,58.09,5
2025-11-26 00:57:00+00:00,58.09,58.09,58.09,58.09,2
2025-11-26 00:59:00+00:00,58.09,58.09,58.09,58.09,6
2025-11-26 01:00:00+00:00,58.08,58.09,58.01,58.04,278
2025-11-26 01:01:00+00:00,58.04,58.08,58.0,58.02,88
2025-11-26 01:02:00+00:00,58.03,58.07,58.03,58.05,44
2025-11-26 01:03:00+00:00,58.05,58.07,58.05,58.07,28
2025-11-26 01:04:00+00:00,58.07,58.07,58.05,58.07,26
2025-11-26 01:05:00+00:00,58.06,58.13,58.06,58.13,71
2025-11-26 01:06:00+00:00,58.13,58.14,58.13,58.13,24
2025-11-26 01:07:00+00:00,58.13,58.15,58.12,58.12,54
2025-11-26 01:08:00+00:00,58.12,58.13,58.12,58.13,9
2025-11-26 01:09:00+00:00,58.13,58.14,58.13,58.13,38
2025-11-26 01:10:00+00:00,58.13,58.14,58.12,58.13,46
2025-11-26 01:11:00+00:00,58.12,58.13,58.12,58.12,29
2025-11-26 01:12:00+00:00,58.12,58.13,58.11,58.11,33
2025-11-26 01:13:00+00:00,58.1,58.1,58.08,58.09,66
2025-11-26 01:14:00+00:00,58.09,58.1,58.09,58.09,9
2025-11-26 01:15:00+00:00,58.09,58.09,58.09,58.09,3
2025-11-26 01:16:00+00:00,58.09,58.11,58.09,58.11,32
2025-11-26 01:17:00+00:00,58.1,58.1,58.09,58.09,42
2025-11-26 01:18:00+00:00,58.09,58.11,58.08,58.08,29
2025-11-26 01:19:00+00:00,58.09,58.09,58.08,58.08,9
2025-11-26 01:20:00+00:00,58.09,58.1,58.07,58.09,63
2025-11-26 01:21:00+00:00,58.08,58.1,58.08,58.1,28
2025-11-26 01:22:00+00:00,58.1,58.11,58.1,58.11,10
2025-11-26 01:23:00+00:00,58.11,58.11,58.08,58.08,24
2025-11-26 01:24:00+00:00,58.09,58.09,58.07,58.07,49
2025-11-26 01:25:00+00:00,58.08,58.09,58.07,58.09,18
2025-11-26 01:27:00+00:00,58.1,58.11,58.1,58.1,13
2025-11-26 01:28:00+00:00,58.1,58.1,58.1,58.1,1
2025-11-26 01:29:00+00:00,58.09,58.09,58.09,58.09,7
2025-11-26 01:30:00+00:00,58.09,58.09,58.05,58.07,93
2025-11-26 01:31:00+00:00,58.07,58.08,58.07,58.07,13
2025-11-26 01:32:00+00:00,58.06,58.07,58.06,58.06,10
2025-11-26 01:33:00+00:00,58.06,58.06,58.05,58.06,14
2025-11-26 01:34:00+00:00,58.06,58.06,58.06,58.06,3
2025-11-26 01:35:00+00:00,58.06,58.06,58.06,58.06,7
2025-11-26 01:36:00+00:00,58.06,58.07,58.05,58.05,6
2025-11-26 01:37:00+00:00,58.06,58.07,58.06,58.07,10
2025-11-26 01:38:00+00:00,58.07,58.07,58.06,58.06,4
2025-11-26 01:39:00+00:00,58.05,58.06,58.05,58.06,5
2025-11-26 01:40:00+00:00,58.07,58.07,58.07,58.07,5
2025-11-26 01:41:00+00:00,58.07,58.07,58.07,58.07,10
2025-11-26 01:42:00+00:00,58.06,58.06,58.05,58.05,13
2025-11-26 01:43:00+00:00,58.06,58.07,58.06,58.07,9
2025-11-26 01:44:00+00:00,58.07,58.07,58.06,58.07,13
2025-11-26 01:45:00+00:00,58.07,58.08,58.07,58.07,19
2025-11-26 01:46:00+00:00,58.08,58.09,58.08,58.08,31
2025-11-26 01:47:00+00:00,58.09,58.1,58.08,58.1,26
2025-11-26 01:48:00+00:00,58.1,58.1,58.1,58.1,5
2025-11-26 01:49:00+00:00,58.11,58.11,58.1,58.11,13
2025-11-26 01:50:00+00:00,58.11,58.12,58.08,58.08,55
2025-11-26 01:51:00+00:00,58.08,58.08,58.07,58.08,9
2025-11-26 01:52:00+00:00,58.08,58.08,58.08,58.08,12
2025-11-26 01:53:00+00:00,58.09,58.12,58.09,58.12,28
2025-11-26 01:54:00+00:00,58.12,58.12,58.11,58.11,25
2025-11-26 01:55:00+00:00,58.11,58.11,58.11,58.11,6
2025-11-26 01:56:00+00:00,58.1,58.11,58.09,58.1,10
2025-11-26 01:57:00+00:00,58.1,58.11,58.05,58.08,104
2025-11-26 01:58:00+00:00,58.09,58.09,58.07,58.07,18
2025-11-26 01:59:00+00:00,58.08,58.08,58.08,58.08,2
2025-11-26 02:00:00+00:00,58.08,58.09,58.07,58.08,49
2025-11-26 02:01:00+00:00,58.08,58.08,58.07,58.08,15
2025-11-26 02:02:00+00:00,58.08,58.08,58.06,58.07,53
2025-11-26 02:03:00+00:00,58.07,58.07,58.07,58.07,15
2025-11-26 02:04:00+00:00,58.07,58.07,58.05,58.06,28
2025-11-26 02:05:00+00:00,58.07,58.07,58.07,58.07,21
2025-11-26 02:06:00+00:00,58.06,58.06,58.05,58.05,18
2025-11-26 02:07:00+00:00,58.04,58.04,58.03,58.03,11
2025-11-26 02:08:00+00:00,58.04,58.04,58.03,58.03,18
2025-11-26 02:09:00+00:00,58.03,58.05,58.03,58.05,7
2025-11-26 02:10:00+00:00,58.06,58.06,58.05,58.05,17
2025-11-26 02:11:00+00:00,58.06,58.06,58.05,58.05,16
2025-11-26 02:12:00+00:00,58.04,58.04,58.04,58.04,2
2025-11-26 02:13:00+00:00,58.04,58.04,58.03,58.03,4
2025-11-26 02:14:00+00:00,58.04,58.04,58.0,58.01,109
2025-11-26 02:15:00+00:00,58.02,58.05,58.02,58.05,26
2025-11-26 02:16:00+00:00,58.06,58.07,58.06,58.07,38
2025-11-26 02:17:00+00:00,58.06,58.06,58.06,58.06,1
2025-11-26 02:18:00+00:00,58.06,58.06,58.05,58.05,8
2025-11-26 02:19:00+00:00,58.04,58.04,58.03,58.03,17
2025-11-26 02:20:00+00:00,58.03,58.03,58.01,58.01,24
2025-11-26 02:21:00+00:00,58.02,58.02,58.02,58.02,1
2025-11-26 02:22:00+00:00,58.02,58.02,58.02,58.02,3
2025-11-26 02:23:00+00:00,58.02,58.02,58.01,58.02,9
2025-11-26 02:24:00+00:00,58.02,58.03,58.02,58.03,22
2025-11-26 02:25:00+00:00,58.04,58.05,58.04,58.05,17
2025-11-26 02:26:00+00:00,58.06,58.07,58.06,58.06,27
2025-11-26 02:27:00+00:00,58.07,58.09,58.07,58.09,36
2025-11-26 02:28:00+00:00,58.08,58.09,58.08,58.09,9
2025-11-26 02:29:00+00:00,58.08,58.09,58.07,58.07,28
2025-11-26 02:30:00+00:00,58.08,58.13,58.08,58.11,112
2025-11-26 02:31:00+00:00,58.11,58.11,58.09,58.1,25
2025-11-26 02:32:00+00:00,58.1,58.1,58.09,58.1,6
2025-11-26 02:33:00+00:00,58.11,58.11,58.1,58.1,5
2025-11-26 02:34:00+00:00,58.11,58.11,58.08,58.1,30
2025-11-26 02:35:00+00:00,58.11,58.13,58.11,58.11,29
2025-11-26 02:36:00+00:00,58.11,58.11,58.1,58.11,20
2025-11-26 02:37:00+00:00,58.11,58.13,58.11,58.11,24
2025-11-26 02:38:00+00:00,58.11,58.11,58.1,58.11,6
2025-11-26 02:39:00+00:00,58.12,58.14,58.12,58.13,31
2025-11-26 02:40:00+00:00,58.14,58.2,58.14,58.18,230
2025-11-26 02:41:00+00:00,58.18,58.19,58.17,58.18,43
2025-11-26 02:42:00+00:00,58.18,58.18,58.17,58.17,31
2025-11-26 02:43:00+00:00,58.17,58.19,58.17,58.18,25
2025-11-26 02:44:00+00:00,58.19,58.2,58.19,58.19,28
2025-11-26 02:45:00+00:00,58.19,58.24,58.19,58.23,172
2025-11-26 02:46:00+00:00,58.23,58.24,58.22,58.23,52
2025-11-26 02:47:00+00:00,58.23,58.23,58.22,58.22,27
2025-11-26 02:48:00+00:00,58.23,58.23,58.22,58.23,8
2025-11-26 02:49:00+00:00,58.23,58.24,58.23,58.24,9
2025-11-26 02:50:00+00:00,58.24,58.25,58.21,58.22,73
2025-11-26 02:51:00+00:00,58.22,58.22,58.19,58.19,20
2025-11-26 02:52:00+00:00,58.2,58.2,58.17,58.19,36
2025-11-26 02:53:00+00:00,58.19,58.21,58.19,58.2,25
2025-11-26 02:54:00+00:00,58.2,58.2,58.19,58.19,10
2025-11-26 02:55:00+00:00,58.2,58.2,58.19,58.19,26
2025-11-26 02:56:00+00:00,58.18,58.19,58.18,58.19,9
2025-11-26 02:57:00+00:00,58.18,58.18,58.16,58.18,27
2025-11-26 02:58:00+00:00,58.18,58.18,58.17,58.18,16
2025-11-26 02:59:00+00:00,58.18,58.18,58.17,58.18,8
2025-11-26 03:00:00+00:00,58.17,58.18,58.17,58.18,3
2025-11-26 03:01:00+00:00,58.18,58.18,58.18,58.18,6
2025-11-26 03:02:00+00:00,58.18,58.19,58.18,58.19,19
2025-11-26 03:03:00+00:00,58.18,58.18,58.17,58.17,11
2025-11-26 03:04:00+00:00,58.17,58.17,58.16,58.16,21
2025-11-26 03:05:00+00:00,58.16,58.16,58.15,58.15,54
2025-11-26 03:06:00+00:00,58.15,58.17,58.15,58.17,20
2025-11-26 03:07:00+00:00,58.17,58.17,58.17,58.17,7
2025-11-26 03:08:00+00:00,58.18,58.18,58.17,58.17,22
2025-11-26 03:09:00+00:00,58.17,58.17,58.17,58.17,5
2025-11-26 03:10:00+00:00,58.17,58.17,58.17,58.17,8
2025-11-26 03:11:00+00:00,58.17,58.19,58.17,58.18,9
2025-11-26 03:12:00+00:00,58.19,58.2,58.19,58.2,7
2025-11-26 03:13:00+00:00,58.19,58.2,58.19,58.19,10
2025-11-26 03:14:00+00:00,58.2,58.2,58.2,58.2,5
2025-11-26 03:15:00+00:00,58.19,58.19,58.17,58.18,11
2025-11-26 03:16:00+00:00,58.18,58.18,58.18,58.18,13
2025-11-26 03:17:00+00:00,58.18,58.18,58.18,58.18,4
2025-11-26 03:18:00+00:00,58.17,58.17,58.17,58.17,3
2025-11-26 03:19:00+00:00,58.17,58.18,58.17,58.18,29
2025-11-26 03:20:00+00:00,58.19,58.19,58.18,58.18,14
2025-11-26 03:22:00+00:00,58.18,58.18,58.17,58.17,10
2025-11-26 03:23:00+00:00,58.16,58.16,58.15,58.15,36
2025-11-26 03:24:00+00:00,58.16,58.16,58.14,58.15,40
2025-11-26 03:25:00+00:00,58.15,58.18,58.15,58.17,28
2025-11-26 03:26:00+00:00,58.18,58.18,58.17,58.18,8
2025-11-26 03:27:00+00:00,58.18,58.18,58.17,58.17,14
2025-11-26 03:28:00+00:00,58.16,58.16,58.16,58.16,12
2025-11-26 03:29:00+00:00,58.16,58.17,58.16,58.17,16
2025-11-26 03:30:00+00:00,58.16,58.16,58.12,58.13,68
2025-11-26 03:31:00+00:00,58.13,58.13,58.12,58.12,61
2025-11-26 03:32:00+00:00,58.12,58.13,58.12,58.12,25
2025-11-26 03:33:00+00:00,58.12,58.15,58.12,58.13,74
2025-11-26 03:34:00+00:00,58.13,58.13,58.12,58.12,46
2025-11-26 03:35:00+00:00,58.12,58.13,58.12,58.13,10
2025-11-26 03:36:00+00:00,58.12,58.13,58.12,58.12,29
2025-11-26 03:37:00+00:00,58.12,58.15,58.12,58.15,27
2025-11-26 03:38:00+00:00,58.15,58.15,58.15,58.15,8
2025-11-26 03:39:00+00:00,58.15,58.15,58.15,58.15,2
2025-11-26 03:40:00+00:00,58.15,58.16,58.15,58.16,16
2025-11-26 03:41:00+00:00,58.17,58.17,58.17,58.17,13
2025-11-26 03:42:00+00:00,58.16,58.17,58.16,58.17,14
2025-11-26 03:44:00+00:00,58.16,58.16,58.16,58.16,6
2025-11-26 03:45:00+00:00,58.16,58.17,58.16,58.17,11
2025-11-26 03:46:00+00:00,58.17,58.17,58.17,58.17,8
2025-11-26 03:47:00+00:00,58.18,58.19,58.18,58.19,13
2025-11-26 03:48:00+00:00,58.19,58.19,58.18,58.18,4
2025-11-26 03:49:00+00:00,58.18,58.18,58.17,58.17,11
2025-11-26 03:50:00+00:00,58.18,58.18,58.17,58.17,26
2025-11-26 03:51:00+00:00,58.17,58.17,58.17,58.17,5
2025-11-26 03:52:00+00:00,58.17,58.18,58.17,58.18,3
2025-11-26 03:53:00+00:00,58.17,58.18,58.17,58.18,7
2025-11-26 03:54:00+00:00,58.18,58.18,58.17,58.17,19
2025-11-26 03:55:00+00:00,58.16,58.18,58.16,58.18,17
2025-11-26 03:56:00+00:00,58.17,58.17,58.17,58.17,13
2025-11-26 03:57:00+00:00,58.17,58.18,58.17,58.18,16
2025-11-26 03:58:00+00:00,58.18,58.18,58.17,58.17,3
2025-11-26 03:59:00+00:00,58.18,58.18,58.17,58.17,5
2025-11-26 04:00:00+00:00,58.17,58.19,58.17,58.18,73
2025-11-26 04:01:00+00:00,58.18,58.18,58.18,58.18,20
2025-11-26 04:02:00+00:00,58.18,58.19,58.18,58.18,5
2025-11-26 04:03:00+00:00,58.18,58.19,58.18,58.19,12
2025-11-26 04:04:00+00:00,58.19,58.2,58.19,58.2,10
2025-11-26 04:05:00+00:00,58.2,58.21,58.2,58.2,24
2025-11-26 04:06:00+00:00,58.2,58.2,58.2,58.2,25
2025-11-26 04:07:00+00:00,58.2,58.21,58.2,58.21,15
2025-11-26 04:08:00+00:00,58.2,58.2,58.19,58.19,25
2025-11-26 04:09:00+00:00,58.19,58.19,58.19,58.19,4
2025-11-26 04:10:00+00:00,58.2,58.2,58.18,58.18,43
2025-11-26 04:11:00+00:00,58.18,58.19,58.18,58.19,11
2025-11-26 04:12:00+00:00,58.19,58.19,58.19,58.19,13
2025-11-26 04:13:00+00:00,58.18,58.18,58.18,58.18,4
2025-11-26 04:14:00+00:00,58.19,58.19,58.18,58.18,6
2025-11-26 04:15:00+00:00,58.18,58.2,58.18,58.2,42
2025-11-26 04:16:00+00:00,58.19,58.19,58.19,58.19,10
2025-11-26 04:17:00+00:00,58.2,58.2,58.19,58.2,4
2025-11-26 04:18:00+00:00,58.2,58.2,58.19,58.19,4
2025-11-26 04:19:00+00:00,58.19,58.19,58.19,58.19,2
2025-11-26 04:20:00+00:00,58.19,58.2,58.19,58.2,15
2025-11-26 04:21:00+00:00,58.2,58.2,58.19,58.19,3
2025-11-26 04:22:00+00:00,58.19,58.2,58.19,58.2,6
2025-11-26 04:23:00+00:00,58.19,58.19,58.18,58.18,8
2025-11-26 04:24:00+00:00,58.19,58.19,58.18,58.18,3
2025-11-26 04:25:00+00:00,58.18,58.18,58.17,58.17,18
2025-11-26 04:26:00+00:00,58.17,58.18,58.17,58.17,7
2025-11-26 04:27:00+00:00,58.17,58.18,58.17,58.18,9
2025-11-26 04:28:00+00:00,58.18,58.18,58.17,58.17,12
2025-11-26 04:29:00+00:00,58.17,58.17,58.17,58.17,13
2025-11-26 04:30:00+00:00,58.17,58.18,58.17,58.17,4
2025-11-26 04:32:00+00:00,58.17,58.17,58.17,58.17,1
2025-11-26 04:33:00+00:00,58.17,58.18,58.17,58.18,13
2025-11-26 04:34:00+00:00,58.17,58.18,58.17,58.17,15
2025-11-26 04:35:00+00:00,58.17,58.17,58.16,58.16,16
2025-11-26 04:36:00+00:00,58.17,58.18,58.17,58.17,19
2025-11-26 04:37:00+00:00,58.17,58.17,58.17,58.17,3
2025-11-26 04:38:00+00:00,58.17,58.18,58.17,58.18,2
2025-11-26 04:39:00+00:00,58.18,58.19,58.17,58.19,32
2025-11-26 04:40:00+00:00,58.19,58.19,58.19,58.19,4
2025-11-26 04:41:00+00:00,58.19,58.19,58.18,58.18,34
2025-11-26 04:42:00+00:00,58.17,58.18,58.17,58.18,7
2025-11-26 04:45:00+00:00,58.18,58.19,58.18,58.19,6
2025-11-26 04:48:00+00:00,58.18,58.18,58.18,58.18,1
2025-11-26 04:49:00+00:00,58.18,58.18,58.18,58.18,8
2025-11-26 04:50:00+00:00,58.19,58.19,58.19,58.19,5
2025-11-26 04:51:00+00:00,58.19,58.2,58.19,58.2,9
2025-11-26 04:52:00+00:00,58.19,58.19,58.19,58.19,6
2025-11-26 04:53:00+00:00,58.19,58.19,58.19,58.19,6
2025-11-26 04:54:00+00:00,58.19,58.19,58.19,58.19,3
2025-11-26 04:56:00+00:00,58.18,58.18,58.17,58.17,24
2025-11-26 04:57:00+00:00,58.17,58.17,58.17,58.17,4
2025-11-26 04:58:00+00:00,58.17,58.17,58.16,58.16,13
2025-11-26 04:59:00+00:00,58.17,58.17,58.16,58.17,9
2025-11-26 05:00:00+00:00,58.16,58.16,58.16,58.16,4
2025-11-26 05:01:00+00:00,58.17,58.18,58.17,58.18,18
2025-11-26 05:02:00+00:00,58.18,58.18,58.18,58.18,8
2025-11-26 05:03:00+00:00,58.18,58.18,58.18,58.18,4
2025-11-26 05:04:00+00:00,58.18,58.18,58.17,58.17,5
2025-11-26 05:05:00+00:00,58.18,58.18,58.18,58.18,2
2025-11-26 05:06:00+00:00,58.19,58.19,58.19,58.19,10
2025-11-26 05:07:00+00:00,58.19,58.2,58.19,58.19,9
2025-11-26 05:08:00+00:00,58.19,58.19,58.18,58.18,3
2025-11-26 05:09:00+00:00,58.19,58.19,58.19,58.19,13
2025-11-26 05:10:00+00:00,58.19,58.19,58.19,58.19,13
2025-11-26 05:11:00+00:00,58.19,58.19,58.19,58.19,2
2025-11-26 05:12:00+00:00,58.19,58.2,58.19,58.2,2
2025-11-26 05:13:00+00:00,58.2,58.21,58.2,58.2,43
2025-11-26 05:14:00+00:00,58.2,58.2,58.2,58.2,15
2025-11-26 05:15:00+00:00,58.21,58.21,58.2,58.2,5
2025-11-26 05:16:00+00:00,58.2,58.2,58.2,58.2,8
2025-11-26 05:17:00+00:00,58.2,58.2,58.2,58.2,14
2025-11-26 05:18:00+00:00,58.19,58.19,58.19,58.19,8
2025-11-26 05:20:00+00:00,58.19,58.19,58.19,58.19,1
2025-11-26 05:21:00+00:00,58.2,58.2,58.2,58.2,1
2025-11-26 05:22:00+00:00,58.2,58.2,58.19,58.19,9
2025-11-26 05:23:00+00:00,58.19,58.19,58.19,58.19,6
2025-11-26 05:24:00+00:00,58.19,58.19,58.18,58.18,4
2025-11-26 05:25:00+00:00,58.17,58.17,58.15,58.15,29
2025-11-26 05:26:00+00:00,58.15,58.15,58.15,58.15,3
2025-11-26 05:27:00+00:00,58.15,58.15,58.13,58.13,17
2025-11-26 05:28:00+00:00,58.13,58.15,58.13,58.14,13
2025-11-26 05:29:00+00:00,58.14,58.14,58.14,58.14,6
2025-11-26 05:30:00+00:00,58.14,58.16,58.14,58.15,35
2025-11-26 05:31:00+00:00,58.14,58.14,58.14,58.14,30
2025-11-26 05:32:00+00:00,58.14,58.14,58.13,58.13,13
2025-11-26 05:33:00+00:00,58.13,58.13,58.12,58.12,24
2025-11-26 05:34:00+00:00,58.12,58.13,58.12,58.13,20
2025-11-26 05:35:00+00:00,58.14,58.15,58.14,58.15,12
2025-11-26 05:36:00+00:00,58.15,58.17,58.14,58.16,13
2025-11-26 05:37:00+00:00,58.14,58.15,58.14,58.15,9
2025-11-26 05:38:00+00:00,58.15,58.17,58.15,58.17,14
2025-11-26 05:39:00+00:00,58.16,58.16,58.15,58.16,11
2025-11-26 05:40:00+00:00,58.16,58.16,58.15,58.16,15
2025-11-26 05:41:00+00:00,58.17,58.17,58.16,58.16,10
2025-11-26 05:42:00+00:00,58.17,58.17,58.14,58.14,8
2025-11-26 05:43:00+00:00,58.14,58.15,58.14,58.14,16
2025-11-26 05:44:00+00:00,58.14,58.15,58.14,58.15,11
2025-11-26 05:45:00+00:00,58.14,58.14,58.14,58.14,1
2025-11-26 05:46:00+00:00,58.13,58.14,58.13,58.14,7
2025-11-26 05:47:00+00:00,58.14,58.14,58.13,58.13,4
2025-11-26 05:48:00+00:00,58.13,58.13,58.12,58.12,14
2025-11-26 05:49:00+00:00,58.12,58.14,58.12,58.14,5
2025-11-26 05:50:00+00:00,58.14,58.16,58.14,58.16,12
2025-11-26 05:51:00+00:00,58.16,58.16,58.15,58.15,22
2025-11-26 05:52:00+00:00,58.14,58.14,58.14,58.14,7
2025-11-26 05:53:00+00:00,58.13,58.15,58.13,58.15,20
2025-11-26 05:54:00+00:00,58.15,58.15,58.14,58.15,61
2025-11-26 05:55:00+00:00,58.15,58.15,58.14,58.15,5
2025-11-26 05:56:00+00:00,58.15,58.16,58.15,58.16,17
2025-11-26 05:57:00+00:00,58.17,58.18,58.17,58.18,23
2025-11-26 05:58:00+00:00,58.17,58.17,58.16,58.16,9
2025-11-26 05:59:00+00:00,58.16,58.16,58.16,58.16,1
