t,o,h,l,c,v
2025-11-26 06:00:00+00:00,58.15,58.16,58.15,58.15,18
2025-11-26 06:01:00+00:00,58.15,58.17,58.15,58.16,29
2025-11-26 06:02:00+00:00,58.15,58.15,58.14,58.15,23
2025-11-26 06:03:00+00:00,58.15,58.16,58.14,58.16,38
2025-11-26 06:04:00+00:00,58.17,58.17,58.16,58.17,50
2025-11-26 06:06:00+00:00,58.18,58.19,58.16,58.16,23
2025-11-26 06:07:00+00:00,58.16,58.16,58.16,58.16,12
2025-11-26 06:08:00+00:00,58.16,58.16,58.16,58.16,3
2025-11-26 06:09:00+00:00,58.16,58.16,58.16,58.16,2
2025-11-26 06:10:00+00:00,58.16,58.19,58.16,58.19,16
2025-11-26 06:11:00+00:00,58.18,58.18,58.18,58.18,8
2025-11-26 06:12:00+00:00,58.19,58.2,58.18,58.2,30
2025-11-26 06:13:00+00:00,58.2,58.2,58.19,58.19,9
2025-11-26 06:14:00+00:00,58.18,58.18,58.16,58.17,15
2025-11-26 06:15:00+00:00,58.17,58.17,58.16,58.16,8
2025-11-26 06:16:00+00:00,58.16,58.17,58.14,58.14,20
2025-11-26 06:17:00+00:00,58.15,58.17,58.15,58.17,17
2025-11-26 06:18:00+00:00,58.17,58.18,58.16,58.18,9
2025-11-26 06:19:00+00:00,58.18,58.19,58.14,58.18,145
2025-11-26 06:20:00+00:00,58.18,58.18,58.14,58.18,116
2025-11-26 06:21:00+00:00,58.18,58.18,58.16,58.17,22
2025-11-26 06:22:00+00:00,58.18,58.18,58.16,58.17,35
2025-11-26 06:23:00+00:00,58.17,58.18,58.17,58.18,13
2025-11-26 06:24:00+00:00,58.18,58.18,58.18,58.18,3
2025-11-26 06:25:00+00:00,58.17,58.18,58.17,58.18,12
2025-11-26 06:26:00+00:00,58.19,58.19,58.19,58.19,12
2025-11-26 06:27:00+00:00,58.19,58.19,58.19,58.19,9
2025-11-26 06:28:00+00:00,58.19,58.2,58.19,58.19,7
2025-11-26 06:29:00+00:00,58.19,58.19,58.19,58.19,7
2025-11-26 06:30:00+00:00,58.19,58.2,58.18,58.18,22
2025-11-26 06:31:00+00:00,58.18,58.18,58.18,58.18,9
2025-11-26 06:32:00+00:00,58.19,58.19,58.18,58.19,6
2025-11-26 06:33:00+00:00,58.19,58.2,58.19,58.2,13
2025-11-26 06:34:00+00:00,58.2,58.2,58.19,58.2,14
2025-11-26 06:35:00+00:00,58.21,58.21,58.18,58.18,11
2025-11-26 06:36:00+00:00,58.19,58.2,58.19,58.2,25
2025-11-26 06:37:00+00:00,58.2,58.2,58.2,58.2,7
2025-11-26 06:38:00+00:00,58.21,58.22,58.18,58.18,53
2025-11-26 06:39:00+00:00,58.18,58.19,58.18,58.18,7
2025-11-26 06:40:00+00:00,58.19,58.19,58.18,58.19,18
2025-11-26 06:41:00+00:00,58.19,58.19,58.17,58.17,13
2025-11-26 06:42:00+00:00,58.16,58.16,58.13,58.13,21
2025-11-26 06:43:00+00:00,58.14,58.17,58.14,58.16,37
2025-11-26 06:44:00+00:00,58.15,58.15,58.13,58.14,29
2025-11-26 06:45:00+00:00,58.15,58.15,58.13,58.13,26
2025-11-26 06:46:00+00:00,58.12,58.13,58.1,58.1,32
2025-11-26 06:47:00+00:00,58.11,58.11,58.08,58.08,44
2025-11-26 06:48:00+00:00,58.09,58.09,58.07,58.08,27
2025-11-26 06:49:00+00:00,58.08,58.09,58.08,58.09,15
2025-11-26 06:50:00+00:00,58.09,58.09,58.08,58.08,18
2025-11-26 06:51:00+00:00,58.08,58.09,58.07,58.09,14
2025-11-26 06:52:00+00:00,58.09,58.11,58.09,58.11,35
2025-11-26 06:53:00+00:00,58.1,58.12,58.1,58.12,38
2025-11-26 06:54:00+00:00,58.12,58.12,58.12,58.12,21
2025-11-26 06:55:00+00:00,58.11,58.12,58.11,58.11,23
2025-11-26 06:56:00+00:00,58.1,58.11,58.08,58.09,27
2025-11-26 06:57:00+00:00,58.09,58.1,58.08,58.1,12
2025-11-26 06:58:00+00:00,58.09,58.1,58.08,58.08,6
2025-11-26 06:59:00+00:00,58.08,58.1,58.08,58.09,14
2025-11-26 07:00:00+00:00,58.09,58.13,58.09,58.13,23
2025-11-26 07:01:00+00:00,58.13,58.19,58.13,58.19,103
2025-11-26 07:02:00+00:00,58.19,58.21,58.19,58.19,98
2025-11-26 07:03:00+00:00,58.19,58.2,58.18,58.19,24
2025-11-26 07:04:00+00:00,58.18,58.19,58.13,58.15,42
2025-11-26 07:05:00+00:00,58.15,58.16,58.15,58.16,31
2025-11-26 07:06:00+00:00,58.15,58.21,58.15,58.2,82
2025-11-26 07:07:00+00:00,58.21,58.22,58.2,58.21,34
2025-11-26 07:08:00+00:00,58.21,58.24,58.21,58.24,129
2025-11-26 07:09:00+00:00,58.24,58.29,58.24,58.28,225
2025-11-26 07:10:00+00:00,58.27,58.3,58.25,58.28,124
2025-11-26 07:11:00+00:00,58.28,58.28,58.25,58.25,66
2025-11-26 07:12:00+00:00,58.25,58.26,58.24,58.25,13
2025-11-26 07:13:00+00:00,58.25,58.25,58.24,58.25,23
2025-11-26 07:14:00+00:00,58.24,58.25,58.24,58.25,32
2025-11-26 07:15:00+00:00,58.25,58.25,58.2,58.2,78
2025-11-26 07:16:00+00:00,58.2,58.22,58.2,58.21,31
2025-11-26 07:17:00+00:00,58.21,58.22,58.21,58.21,10
2025-11-26 07:18:00+00:00,58.21,58.21,58.13,58.14,126
2025-11-26 07:19:00+00:00,58.14,58.17,58.14,58.16,57
2025-11-26 07:20:00+00:00,58.16,58.18,58.12,58.12,35
2025-11-26 07:21:00+00:00,58.13,58.13,58.08,58.12,107
2025-11-26 07:22:00+00:00,58.12,58.12,58.1,58.11,46
2025-11-26 07:23:00+00:00,58.12,58.15,58.08,58.09,199
2025-11-26 07:24:00+00:00,58.08,58.08,58.05,58.07,74
2025-11-26 07:25:00+00:00,58.05,58.07,58.03,58.07,183
2025-11-26 07:26:00+00:00,58.07,58.09,58.07,58.08,71
2025-11-26 07:27:00+00:00,58.08,58.1,58.08,58.08,29
2025-11-26 07:28:00+00:00,58.08,58.09,58.08,58.08,12
2025-11-26 07:29:00+00:00,58.09,58.09,58.08,58.08,18
2025-11-26 07:30:00+00:00,58.08,58.08,58.03,58.03,70
2025-11-26 07:31:00+00:00,58.03,58.06,58.02,58.04,106
2025-11-26 07:32:00+00:00,58.04,58.06,58.03,58.03,38
2025-11-26 07:33:00+00:00,58.04,58.04,58.02,58.02,65
2025-11-26 07:34:00+00:00,58.02,58.02,57.99,58.0,101
2025-11-26 07:35:00+00:00,57.99,58.03,57.99,58.03,55
2025-11-26 07:36:00+00:00,58.04,58.05,58.03,58.03,45
2025-11-26 07:37:00+00:00,58.03,58.03,58.01,58.03,40
2025-11-26 07:38:00+00:00,58.02,58.03,58.02,58.03,2
2025-11-26 07:39:00+00:00,58.02,58.04,58.02,58.03,14
2025-11-26 07:40:00+00:00,58.02,58.02,57.97,57.98,153
2025-11-26 07:41:00+00:00,57.99,58.0,57.97,57.99,60
2025-11-26 07:42:00+00:00,57.99,58.0,57.99,58.0,28
2025-11-26 07:43:00+00:00,58.0,58.03,58.0,58.0,30
2025-11-26 07:44:00+00:00,58.01,58.02,58.01,58.01,28
2025-11-26 07:45:00+00:00,58.02,58.02,57.91,57.92,196
2025-11-26 07:46:00+00:00,57.94,57.97,57.94,57.97,70
2025-11-26 07:47:00+00:00,57.97,57.98,57.94,57.95,51
2025-11-26 07:48:00+00:00,57.95,57.95,57.93,57.94,23
2025-11-26 07:49:00+00:00,57.95,57.95,57.93,57.95,18
2025-11-26 07:50:00+00:00,57.94,57.94,57.9,57.93,111
2025-11-26 07:51:00+00:00,57.92,57.94,57.92,57.93,46
2025-11-26 07:52:00+00:00,57.94,57.94,57.92,57.93,30
2025-11-26 07:53:00+00:00,57.93,57.93,57.9,57.9,58
2025-11-26 07:54:00+00:00,57.89,57.89,57.85,57.86,192
2025-11-26 07:55:00+00:00,57.85,57.9,57.85,57.9,72
2025-11-26 07:56:00+00:00,57.9,57.9,57.85,57.87,62
2025-11-26 07:57:00+00:00,57.86,57.89,57.84,57.87,118
2025-11-26 07:58:00+00:00,57.86,57.9,57.86,57.9,72
2025-11-26 07:59:00+00:00,57.9,57.91,57.87,57.87,89
2025-11-26 08:00:00+00:00,57.87,57.95,57.87,57.94,296
2025-11-26 08:01:00+00:00,57.94,57.94,57.9,57.92,160
2025-11-26 08:02:00+00:00,57.93,57.93,57.92,57.92,45
2025-11-26 08:03:00+00:00,57.93,57.94,57.91,57.92,75
2025-11-26 08:04:00+00:00,57.92,57.95,57.92,57.95,70
2025-11-26 08:05:00+00:00,57.95,57.98,57.94,57.94,166
2025-11-26 08:06:00+00:00,57.94,57.95,57.92,57.94,87
2025-11-26 08:07:00+00:00,57.95,57.99,57.95,57.97,96
2025-11-26 08:08:00+00:00,57.96,57.96,57.94,57.94,59
2025-11-26 08:09:00+00:00,57.94,57.95,57.91,57.95,87
2025-11-26 08:10:00+00:00,57.96,57.96,57.94,57.95,53
2025-11-26 08:11:00+00:00,57.96,57.98,57.95,57.95,72
2025-11-26 08:12:00+00:00,57.96,57.97,57.95,57.95,21
2025-11-26 08:13:00+00:00,57.94,57.95,57.92,57.94,98
2025-11-26 08:14:00+00:00,57.95,57.95,57.88,57.9,130
2025-11-26 08:15:00+00:00,57.9,57.91,57.87,57.87,77
2025-11-26 08:16:00+00:00,57.87,57.88,57.84,57.85,88
2025-11-26 08:17:00+00:00,57.84,57.88,57.84,57.88,105
2025-11-26 08:18:00+00:00,57.89,57.89,57.88,57.88,40
2025-11-26 08:19:00+00:00,57.87,57.87,57.79,57.81,247
2025-11-26 08:20:00+00:00,57.82,57.82,57.79,57.81,138
2025-11-26 08:21:00+00:00,57.82,57.84,57.78,57.79,106
2025-11-26 08:22:00+00:00,57.79,57.8,57.78,57.79,56
2025-11-26 08:23:00+00:00,57.78,57.86,57.78,57.84,149
2025-11-26 08:24:00+00:00,57.84,57.85,57.83,57.84,52
2025-11-26 08:25:00+00:00,57.83,57.85,57.82,57.84,44
2025-11-26 08:26:00+00:00,57.84,57.84,57.78,57.78,104
2025-11-26 08:27:00+00:00,57.78,57.8,57.75,57.78,172
2025-11-26 08:28:00+00:00,57.77,57.77,57.73,57.75,225
2025-11-26 08:29:00+00:00,57.76,57.84,57.76,57.8,382
2025-11-26 08:30:00+00:00,57.79,57.81,57.74,57.74,276
2025-11-26 08:31:00+00:00,57.74,57.82,57.74,57.82,104
2025-11-26 08:32:00+00:00,57.81,57.82,57.78,57.78,40
2025-11-26 08:33:00+00:00,57.79,57.79,57.7,57.74,240
2025-11-26 08:34:00+00:00,57.74,57.78,57.71,57.75,471
2025-11-26 08:35:00+00:00,57.76,57.77,57.74,57.74,67
2025-11-26 08:36:00+00:00,57.74,57.75,57.7,57.71,75
2025-11-26 08:37:00+00:00,57.72,57.72,57.67,57.68,147
2025-11-26 08:38:00+00:00,57.69,57.75,57.69,57.74,188
2025-11-26 08:39:00+00:00,57.74,57.74,57.71,57.72,230
2025-11-26 08:40:00+00:00,57.71,57.8,57.71,57.8,133
2025-11-26 08:41:00+00:00,57.8,57.83,57.79,57.8,119
2025-11-26 08:42:00+00:00,57.8,57.84,57.8,57.82,103
2025-11-26 08:43:00+00:00,57.83,57.85,57.82,57.84,129
2025-11-26 08:44:00+00:00,57.83,57.83,57.8,57.83,69
2025-11-26 08:45:00+00:00,57.85,57.91,57.85,57.9,141
2025-11-26 08:46:00+00:00,57.91,57.91,57.88,57.89,140
2025-11-26 08:47:00+00:00,57.9,57.92,57.82,57.82,83
2025-11-26 08:48:00+00:00,57.81,57.86,57.81,57.86,75
2025-11-26 08:49:00+00:00,57.87,57.93,57.86,57.89,149
2025-11-26 08:50:00+00:00,57.89,57.94,57.88,57.92,90
2025-11-26 08:51:00+00:00,57.91,57.98,57.89,57.94,263
2025-11-26 08:52:00+00:00,57.95,57.98,57.94,57.97,77
2025-11-26 08:53:00+00:00,57.97,58.01,57.97,57.98,74
2025-11-26 08:54:00+00:00,57.98,57.99,57.95,57.96,122
2025-11-26 08:55:00+00:00,57.96,57.99,57.95,57.97,145
2025-11-26 08:56:00+00:00,57.97,57.99,57.97,57.99,54
2025-11-26 08:57:00+00:00,57.99,58.04,57.99,58.03,161
2025-11-26 08:58:00+00:00,58.02,58.06,57.98,57.98,281
2025-11-26 08:59:00+00:00,57.98,57.99,57.96,57.97,87
2025-11-26 09:00:00+00:00,57.97,58.02,57.95,58.01,241
2025-11-26 09:01:00+00:00,58.03,58.04,58.01,58.03,81
2025-11-26 09:02:00+00:00,58.03,58.04,58.0,58.02,54
2025-11-26 09:03:00+00:00,58.01,58.01,57.96,57.97,99
2025-11-26 09:04:00+00:00,57.97,57.97,57.93,57.94,77
2025-11-26 09:05:00+00:00,57.94,57.97,57.94,57.96,48
2025-11-26 09:06:00+00:00,57.96,57.98,57.95,57.97,83
2025-11-26 09:07:00+00:00,57.96,58.02,57.93,58.01,103
2025-11-26 09:08:00+00:00,58.02,58.03,58.01,58.02,87
2025-11-26 09:09:00+00:00,58.01,58.03,58.0,58.03,53
2025-11-26 09:10:00+00:00,58.03,58.08,58.02,58.02,178
2025-11-26 09:11:00+00:00,58.02,58.02,58.0,58.01,35
2025-11-26 09:12:00+00:00,58.01,58.02,58.01,58.01,25
2025-11-26 09:13:00+00:00,58.01,58.01,58.0,58.0,48
2025-11-26 09:14:00+00:00,58.0,58.0,57.95,57.96,85
2025-11-26 09:15:00+00:00,57.96,57.97,57.96,57.96,70
2025-11-26 09:16:00+00:00,57.97,57.97,57.94,57.95,78
2025-11-26 09:17:00+00:00,57.95,58.01,57.95,57.98,81
2025-11-26 09:18:00+00:00,57.97,58.0,57.97,58.0,47
2025-11-26 09:19:00+00:00,58.01,58.05,58.0,58.03,105
2025-11-26 09:20:00+00:00,58.03,58.03,57.99,57.99,26
2025-11-26 09:21:00+00:00,57.98,58.0,57.97,57.97,51
2025-11-26 09:22:00+00:00,57.98,58.03,57.98,58.02,52
2025-11-26 09:23:00+00:00,58.02,58.03,58.0,58.02,58
2025-11-26 09:24:00+00:00,58.02,58.04,58.01,58.03,45
2025-11-26 09:25:00+00:00,58.03,58.05,57.99,57.99,158
2025-11-26 09:26:00+00:00,57.99,57.99,57.96,57.97,86
2025-11-26 09:27:00+00:00,57.96,57.97,57.93,57.97,76
2025-11-26 09:28:00+00:00,57.96,57.97,57.93,57.95,43
2025-11-26 09:29:00+00:00,57.94,57.95,57.93,57.93,45
2025-11-26 09:30:00+00:00,57.93,57.96,57.93,57.96,88
2025-11-26 09:31:00+00:00,57.96,57.96,57.88,57.92,191
2025-11-26 09:32:00+00:00,57.92,57.92,57.87,57.88,150
2025-11-26 09:33:00+00:00,57.88,57.9,57.84,57.88,140
2025-11-26 09:34:00+00:00,57.87,57.9,57.85,57.88,113
2025-11-26 09:35:00+00:00,57.88,57.89,57.87,57.88,35
2025-11-26 09:36:00+00:00,57.88,57.93,57.86,57.92,67
2025-11-26 09:37:00+00:00,57.92,57.94,57.89,57.92,66
2025-11-26 09:38:00+00:00,57.93,57.97,57.93,57.97,75
2025-11-26 09:39:00+00:00,57.96,57.98,57.96,57.97,60
2025-11-26 09:40:00+00:00,57.98,58.02,57.98,58.02,98
2025-11-26 09:41:00+00:00,58.02,58.05,58.01,58.04,133
2025-11-26 09:42:00+00:00,58.04,58.04,58.01,58.02,45
2025-11-26 09:43:00+00:00,58.02,58.03,58.0,58.02,18
2025-11-26 09:44:00+00:00,58.02,58.07,58.02,58.05,97
2025-11-26 09:45:00+00:00,58.04,58.04,58.02,58.03,84
2025-11-26 09:46:00+00:00,58.02,58.02,58.01,58.01,24
2025-11-26 09:47:00+00:00,58.0,58.01,58.0,58.01,29
2025-11-26 09:48:00+00:00,58.01,58.01,57.99,58.0,48
2025-11-26 09:49:00+00:00,58.0,58.01,57.96,57.96,71
2025-11-26 09:50:00+00:00,57.96,57.96,57.9,57.9,117
2025-11-26 09:51:00+00:00,57.9,58.03,57.9,57.98,896
2025-11-26 09:52:00+00:00,57.98,58.03,57.98,58.02,302
2025-11-26 09:53:00+00:00,58.01,58.01,57.96,57.98,218
2025-11-26 09:54:00+00:00,57.97,57.98,57.92,57.92,154
2025-11-26 09:55:00+00:00,57.92,57.94,57.92,57.92,28
2025-11-26 09:56:00+00:00,57.93,57.99,57.93,57.99,112
2025-11-26 09:57:00+00:00,57.98,57.98,57.96,57.96,50
2025-11-26 09:58:00+00:00,57.96,57.97,57.94,57.94,26
2025-11-26 09:59:00+00:00,57.93,57.95,57.93,57.95,31
2025-11-26 10:00:00+00:00,57.95,57.97,57.93,57.93,81
2025-11-26 10:01:00+00:00,57.93,57.93,57.91,57.93,100
2025-11-26 10:02:00+00:00,57.92,57.94,57.9,57.93,68
2025-11-26 10:03:00+00:00,57.93,57.93,57.89,57.89,43
2025-11-26 10:04:00+00:00,57.89,57.9,57.86,57.88,65
2025-11-26 10:05:00+00:00,57.88,57.9,57.87,57.87,25
2025-11-26 10:06:00+00:00,57.86,57.88,57.86,57.87,53
2025-11-26 10:07:00+00:00,57.87,57.87,57.83,57.84,172
2025-11-26 10:08:00+00:00,57.83,57.84,57.77,57.77,136
2025-11-26 10:09:00+00:00,57.78,57.84,57.78,57.82,117
2025-11-26 10:10:00+00:00,57.83,57.83,57.78,57.79,123
2025-11-26 10:11:00+00:00,57.79,57.8,57.77,57.79,225
2025-11-26 10:12:00+00:00,57.78,57.79,57.78,57.78,61
2025-11-26 10:13:00+00:00,57.78,57.78,57.77,57.77,75
2025-11-26 10:14:00+00:00,57.77,57.78,57.76,57.77,49
2025-11-26 10:15:00+00:00,57.76,57.77,57.75,57.76,74
2025-11-26 10:16:00+00:00,57.77,57.81,57.77,57.8,49
2025-11-26 10:17:00+00:00,57.8,57.81,57.8,57.8,41
2025-11-26 10:18:00+00:00,57.8,57.85,57.8,57.82,114
2025-11-26 10:19:00+00:00,57.81,57.81,57.78,57.79,53
2025-11-26 10:20:00+00:00,57.79,57.81,57.79,57.8,62
2025-11-26 10:21:00+00:00,57.8,57.8,57.75,57.75,129
2025-11-26 10:22:00+00:00,57.75,57.75,57.69,57.72,242
2025-11-26 10:23:00+00:00,57.73,57.73,57.69,57.69,101
2025-11-26 10:24:00+00:00,57.7,57.72,57.7,57.72,33
2025-11-26 10:25:00+00:00,57.72,57.74,57.71,57.72,94
2025-11-26 10:26:00+00:00,57.72,57.74,57.72,57.72,40
2025-11-26 10:27:00+00:00,57.72,57.73,57.69,57.7,101
2025-11-26 10:28:00+00:00,57.71,57.71,57.69,57.69,61
2025-11-26 10:29:00+00:00,57.69,57.69,57.66,57.68,115
2025-11-26 10:30:00+00:00,57.67,57.76,57.67,57.76,193
2025-11-26 10:31:00+00:00,57.76,57.77,57.75,57.75,51
2025-11-26 10:32:00+00:00,57.77,57.8,57.77,57.78,99
2025-11-26 10:33:00+00:00,57.77,57.81,57.76,57.8,68
2025-11-26 10:34:00+00:00,57.8,57.81,57.78,57.78,31
2025-11-26 10:35:00+00:00,57.79,57.84,57.78,57.82,120
2025-11-26 10:36:00+00:00,57.81,57.82,57.8,57.81,39
2025-11-26 10:37:00+00:00,57.81,57.82,57.79,57.81,55
2025-11-26 10:38:00+00:00,57.82,57.91,57.82,57.88,251
2025-11-26 10:39:00+00:00,57.88,57.89,57.87,57.87,45
2025-11-26 10:40:00+00:00,57.87,57.94,57.86,57.92,140
2025-11-26 10:41:00+00:00,57.92,57.96,57.92,57.96,89
2025-11-26 10:42:00+00:00,57.95,57.98,57.94,57.94,102
2025-11-26 10:43:00+00:00,57.94,57.96,57.94,57.94,76
2025-11-26 10:44:00+00:00,57.94,57.94,57.92,57.93,79
2025-11-26 10:45:00+00:00,57.92,57.93,57.89,57.91,116
2025-11-26 10:46:00+00:00,57.91,57.91,57.87,57.87,36
2025-11-26 10:47:00+00:00,57.88,57.92,57.88,57.91,85
2025-11-26 10:48:00+00:00,57.91,57.91,57.89,57.9,64
2025-11-26 10:49:00+00:00,57.92,57.92,57.89,57.89,57
2025-11-26 10:50:00+00:00,57.89,57.92,57.89,57.91,45
2025-11-26 10:51:00+00:00,57.9,57.93,57.9,57.93,20
2025-11-26 10:52:00+00:00,57.94,57.97,57.94,57.97,99
2025-11-26 10:53:00+00:00,57.97,57.97,57.96,57.96,24
2025-11-26 10:54:00+00:00,57.96,57.97,57.93,57.93,30
2025-11-26 10:55:00+00:00,57.93,57.93,57.92,57.93,31
2025-11-26 10:56:00+00:00,57.93,57.93,57.92,57.93,19
2025-11-26 10:57:00+00:00,57.93,57.93,57.92,57.93,26
2025-11-26 10:58:00+00:00,57.94,57.95,57.94,57.94,12
2025-11-26 10:59:00+00:00,57.93,57.94,57.93,57.94,26
2025-11-26 11:00:00+00:00,57.94,57.94,57.91,57.91,61
2025-11-26 11:01:00+00:00,57.91,57.92,57.89,57.89,57
2025-11-26 11:02:00+00:00,57.88,57.9,57.88,57.88,54
2025-11-26 11:03:00+00:00,57.87,57.9,57.87,57.89,131
2025-11-26 11:04:00+00:00,57.9,57.94,57.9,57.94,60
2025-11-26 11:05:00+00:00,57.92,57.93,57.91,57.93,30
2025-11-26 11:06:00+00:00,57.93,57.94,57.92,57.93,43
2025-11-26 11:07:00+00:00,57.94,57.97,57.94,57.96,186
2025-11-26 11:08:00+00:00,57.97,57.97,57.95,57.97,24
2025-11-26 11:09:00+00:00,57.98,58.02,57.98,57.99,194
2025-11-26 11:10:00+00:00,57.99,57.99,57.95,57.96,54
2025-11-26 11:11:00+00:00,57.96,57.98,57.96,57.98,39
2025-11-26 11:12:00+00:00,57.97,57.97,57.95,57.97,32
2025-11-26 11:13:00+00:00,57.96,57.97,57.96,57.96,8
2025-11-26 11:14:00+00:00,57.97,57.97,57.96,57.97,27
2025-11-26 11:15:00+00:00,57.96,57.97,57.86,57.86,153
2025-11-26 11:16:00+00:00,57.87,57.91,57.86,57.91,58
2025-11-26 11:17:00+00:00,57.91,57.92,57.9,57.92,40
2025-11-26 11:18:00+00:00,57.92,57.94,57.92,57.94,32
2025-11-26 11:19:00+00:00,57.94,57.94,57.93,57.93,19
2025-11-26 11:20:00+00:00,57.95,57.95,57.93,57.94,14
2025-11-26 11:21:00+00:00,57.94,57.96,57.94,57.95,54
2025-11-26 11:22:00+00:00,57.95,57.96,57.95,57.96,22
2025-11-26 11:23:00+00:00,57.95,57.97,57.95,57.96,47
2025-11-26 11:24:00+00:00,57.95,57.98,57.94,57.97,36
2025-11-26 11:25:00+00:00,57.96,57.98,57.96,57.98,25
2025-11-26 11:26:00+00:00,57.99,57.99,57.96,57.96,10
2025-11-26 11:27:00+00:00,57.95,57.96,57.95,57.96,53
2025-11-26 11:28:00+00:00,57.96,57.97,57.96,57.97,20
2025-11-26 11:29:00+00:00,57.97,57.99,57.97,57.99,24
2025-11-26 11:30:00+00:00,57.99,58.03,57.99,58.0,124
2025-11-26 11:31:00+00:00,58.0,58.04,57.99,58.03,64
2025-11-26 11:32:00+00:00,58.03,58.17,58.03,58.12,548
2025-11-26 11:33:00+00:00,58.12,58.18,58.12,58.18,334
2025-11-26 11:34:00+00:00,58.18,58.21,58.14,58.14,557
2025-11-26 11:35:00+00:00,58.14,58.15,58.13,58.15,95
2025-11-26 11:36:00+00:00,58.15,58.18,58.13,58.17,154
2025-11-26 11:37:00+00:00,58.16,58.17,58.14,58.15,86
2025-11-26 11:38:00+00:00,58.14,58.17,58.14,58.16,36
2025-11-26 11:39:00+00:00,58.16,58.16,58.12,58.12,71
2025-11-26 11:40:00+00:00,58.13,58.13,58.09,58.12,188
2025-11-26 11:41:00+00:00,58.1,58.11,58.07,58.07,128
2025-11-26 11:42:00+00:00,58.07,58.08,58.05,58.06,110
2025-11-26 11:43:00+00:00,58.05,58.05,58.02,58.03,127
2025-11-26 11:44:00+00:00,58.01,58.04,58.0,58.02,87
2025-11-26 11:45:00+00:00,58.03,58.04,58.0,58.0,101
2025-11-26 11:46:00+00:00,58.0,58.0,57.91,57.92,161
2025-11-26 11:47:00+00:00,57.91,57.99,57.91,57.99,128
2025-11-26 11:48:00+00:00,57.99,58.01,57.98,58.0,84
2025-11-26 11:49:00+00:00,58.01,58.01,57.99,57.99,69
2025-11-26 11:50:00+00:00,57.99,58.07,57.75,57.89,1758
2025-11-26 11:51:00+00:00,57.89,57.94,57.89,57.93,125
2025-11-26 11:52:00+00:00,57.93,57.93,57.89,57.9,73
2025-11-26 11:53:00+00:00,57.91,57.92,57.89,57.89,34
2025-11-26 11:54:00+00:00,57.89,57.92,57.89,57.92,45
2025-11-26 11:55:00+00:00,57.92,57.93,57.92,57.92,47
2025-11-26 11:56:00+00:00,57.92,57.92,57.9,57.9,59
2025-11-26 11:57:00+00:00,57.9,57.94,57.9,57.92,81
2025-11-26 11:58:00+00:00,57.92,57.96,57.92,57.94,67
2025-11-26 11:59:00+00:00,57.94,57.94,57.91,57.93,36
2025-11-26 12:00:00+00:00,57.93,57.94,57.91,57.93,99
2025-11-26 12:01:00+00:00,57.92,57.94,57.92,57.94,90
2025-11-26 12:02:00+00:00,57.94,57.97,57.92,57.92,100
2025-11-26 12:03:00+00:00,57.91,57.94,57.88,57.93,88
2025-11-26 12:04:00+00:00,57.93,57.94,57.91,57.93,47
2025-11-26 12:05:00+00:00,57.93,57.93,57.91,57.91,43
2025-11-26 12:06:00+00:00,57.92,57.95,57.9,57.91,115
2025-11-26 12:07:00+00:00,57.92,57.95,57.92,57.95,104
2025-11-26 12:08:00+00:00,57.95,57.96,57.92,57.93,197
2025-11-26 12:09:00+00:00,57.93,57.95,57.92,57.94,323
2025-11-26 12:10:00+00:00,57.94,58.0,57.94,57.99,144
2025-11-26 12:11:00+00:00,57.99,58.0,57.98,57.99,97
2025-11-26 12:12:00+00:00,57.99,58.0,57.99,57.99,50
2025-11-26 12:13:00+00:00,57.99,58.01,57.98,58.01,89
2025-11-26 12:14:00+00:00,58.0,58.01,57.94,57.94,113
2025-11-26 12:15:00+00:00,57.95,57.95,57.9,57.9,88
2025-11-26 12:16:00+00:00,57.9,57.93,57.89,57.92,106
2025-11-26 12:17:00+00:00,57.91,57.93,57.9,57.9,64
2025-11-26 12:18:00+00:00,57.89,57.9,57.87,57.87,77
2025-11-26 12:19:00+00:00,57.86,57.87,57.84,57.84,130
2025-11-26 12:20:00+00:00,57.84,57.84,57.82,57.84,229
2025-11-26 12:21:00+00:00,57.83,57.85,57.82,57.82,97
2025-11-26 12:22:00+00:00,57.81,57.82,57.76,57.76,180
2025-11-26 12:23:00+00:00,57.75,57.77,57.74,57.76,142
2025-11-26 12:24:00+00:00,57.76,57.79,57.76,57.79,111
2025-11-26 12:25:00+00:00,57.79,57.8,57.77,57.79,91
2025-11-26 12:26:00+00:00,57.78,57.83,57.78,57.83,116
2025-11-26 12:27:00+00:00,57.82,57.84,57.82,57.83,80
2025-11-26 12:28:00+00:00,57.82,57.83,57.82,57.82,41
2025-11-26 12:29:00+00:00,57.81,57.81,57.78,57.79,72
2025-11-26 12:30:00+00:00,57.78,57.82,57.78,57.79,79
2025-11-26 12:31:00+00:00,57.79,57.83,57.79,57.82,83
2025-11-26 12:32:00+00:00,57.81,57.81,57.79,57.81,74
2025-11-26 12:33:00+00:00,57.81,57.83,57.78,57.83,127
2025-11-26 12:34:00+00:00,57.83,57.84,57.79,57.8,43
2025-11-26 12:35:00+00:00,57.79,57.79,57.77,57.78,31
2025-11-26 12:36:00+00:00,57.77,57.81,57.77,57.81,216
2025-11-26 12:37:00+00:00,57.81,57.83,57.8,57.83,144
2025-11-26 12:38:00+00:00,57.81,57.84,57.8,57.83,81
2025-11-26 12:39:00+00:00,57.83,57.84,57.82,57.82,46
