t,o,h,l,c,v
2025-11-12 07:38:00+00:00,4122.1,4123.1,4121.5,4122.5,309
2025-11-12 07:39:00+00:00,4122.3,4123.0,4121.3,4122.3,265
2025-11-12 07:40:00+00:00,4122.1,4123.0,4121.6,4122.9,183
2025-11-12 07:41:00+00:00,4123.1,4123.9,4122.0,4122.3,278
2025-11-12 07:42:00+00:00,4122.3,4122.4,4119.8,4120.6,569
2025-11-12 07:43:00+00:00,4120.8,4120.9,4119.0,4119.5,440
2025-11-12 07:44:00+00:00,4119.5,4120.1,4118.8,4119.6,279
2025-11-12 07:45:00+00:00,4119.6,4120.3,4118.9,4120.3,219
2025-11-12 07:46:00+00:00,4119.8,4120.1,4118.4,4119.4,226
2025-11-12 07:47:00+00:00,4119.4,4121.1,4119.2,4120.5,247
2025-11-12 07:48:00+00:00,4120.6,4122.9,4120.5,4122.9,356
2025-11-12 07:49:00+00:00,4122.7,4123.3,4122.5,4123.2,186
2025-11-12 07:50:00+00:00,4123.1,4123.9,4122.3,4122.8,337
2025-11-12 07:51:00+00:00,4122.7,4124.5,4122.6,4123.5,309
2025-11-12 07:52:00+00:00,4123.4,4124.3,4123.0,4123.9,184
2025-11-12 07:53:00+00:00,4123.8,4123.8,4122.2,4122.5,159
2025-11-12 07:54:00+00:00,4122.6,4123.0,4121.1,4122.1,326
2025-11-12 07:55:00+00:00,4122.0,4123.6,4121.5,4123.2,207
2025-11-12 07:56:00+00:00,4123.3,4123.5,4122.4,4122.5,157
2025-11-12 07:57:00+00:00,4122.1,4122.9,4121.8,4122.8,126
2025-11-12 07:58:00+00:00,4122.7,4123.2,4122.3,4122.8,103
2025-11-12 07:59:00+00:00,4122.7,4123.3,4122.1,4122.3,101
2025-11-12 08:00:00+00:00,4122.6,4123.8,4121.8,4123.7,338
2025-11-12 08:01:00+00:00,4123.6,4124.7,4123.0,4123.6,310
2025-11-12 08:02:00+00:00,4123.7,4123.8,4121.7,4122.7,273
2025-11-12 08:03:00+00:00,4122.7,4123.0,4121.2,4122.4,221
2025-11-12 08:04:00+00:00,4122.6,4123.7,4122.4,4122.5,136
2025-11-12 08:05:00+00:00,4122.7,4122.9,4121.5,4121.5,111
2025-11-12 08:06:00+00:00,4121.7,4121.7,4119.9,4121.1,364
2025-11-12 08:07:00+00:00,4121.0,4121.0,4118.7,4120.0,373
2025-11-12 08:08:00+00:00,4120.0,4120.8,4117.3,4120.4,923
2025-11-12 08:09:00+00:00,4120.3,4120.9,4119.0,4119.5,211
2025-11-12 08:10:00+00:00,4119.5,4120.2,4117.4,4118.1,274
2025-11-12 08:11:00+00:00,4117.7,4120.6,4117.7,4119.5,366
2025-11-12 08:12:00+00:00,4119.6,4122.4,4119.6,4122.1,295
2025-11-12 08:13:00+00:00,4122.3,4123.8,4121.3,4122.9,437
2025-11-12 08:14:00+00:00,4123.1,4125.2,4123.1,4124.1,578
2025-11-12 08:15:00+00:00,4124.0,4125.3,4122.7,4123.3,500
2025-11-12 08:16:00+00:00,4123.1,4123.9,4122.6,4123.9,251
2025-11-12 08:17:00+00:00,4123.9,4125.8,4123.7,4125.6,336
2025-11-12 08:18:00+00:00,4125.8,4127.2,4125.4,4126.7,741
2025-11-12 08:19:00+00:00,4126.5,4127.9,4125.5,4127.7,386
2025-11-12 08:20:00+00:00,4127.4,4129.6,4127.4,4129.4,409
2025-11-12 08:21:00+00:00,4129.3,4130.4,4128.8,4129.7,360
2025-11-12 08:22:00+00:00,4129.8,4132.6,4129.7,4132.3,821
2025-11-12 08:23:00+00:00,4132.2,4132.6,4131.0,4132.6,334
2025-11-12 08:24:00+00:00,4132.6,4135.2,4132.5,4134.8,1062
2025-11-12 08:25:00+00:00,4134.7,4136.0,4134.2,4135.9,522
2025-11-12 08:26:00+00:00,4136.0,4136.0,4133.7,4133.8,421
2025-11-12 08:27:00+00:00,4133.7,4134.0,4132.5,4133.2,361
2025-11-12 08:28:00+00:00,4133.1,4134.7,4133.0,4134.6,265
2025-11-12 08:29:00+00:00,4134.5,4134.6,4132.9,4133.4,283
2025-11-12 08:30:00+00:00,4133.4,4134.1,4132.0,4132.2,308
2025-11-12 08:31:00+00:00,4132.1,4134.6,4131.7,4134.1,318
2025-11-12 08:32:00+00:00,4134.0,4135.0,4132.8,4134.5,332
2025-11-12 08:33:00+00:00,4134.5,4134.6,4133.6,4134.0,196
2025-11-12 08:34:00+00:00,4134.0,4134.4,4133.5,4134.0,245
2025-11-12 08:35:00+00:00,4134.0,4136.1,4133.9,4134.7,406
2025-11-12 08:36:00+00:00,4134.5,4136.5,4133.7,4136.4,307
2025-11-12 08:37:00+00:00,4136.4,4138.1,4135.3,4136.8,652
2025-11-12 08:38:00+00:00,4136.8,4136.9,4135.0,4135.9,301
2025-11-12 08:39:00+00:00,4136.0,4136.2,4134.5,4134.6,227
2025-11-12 08:40:00+00:00,4134.6,4134.6,4132.3,4132.7,298
2025-11-12 08:41:00+00:00,4132.9,4133.9,4132.4,4133.6,146
2025-11-12 08:42:00+00:00,4133.8,4135.3,4133.8,4134.3,179
2025-11-12 08:43:00+00:00,4134.3,4135.1,4133.9,4134.9,199
2025-11-12 08:44:00+00:00,4134.9,4135.1,4133.5,4133.9,132
2025-11-12 08:45:00+00:00,4134.3,4135.0,4134.0,4135.0,96
2025-11-12 08:46:00+00:00,4134.8,4135.5,4134.4,4134.6,107
2025-11-12 08:47:00+00:00,4134.8,4136.0,4134.7,4135.6,142
2025-11-12 08:48:00+00:00,4135.4,4135.5,4134.8,4135.3,93
2025-11-12 08:49:00+00:00,4135.8,4136.8,4135.6,4136.5,322
2025-11-12 08:50:00+00:00,4136.3,4137.9,4136.3,4137.5,251
2025-11-12 08:51:00+00:00,4137.3,4138.1,4136.5,4136.6,328
2025-11-12 08:52:00+00:00,4136.7,4137.2,4135.4,4135.6,200
2025-11-12 08:53:00+00:00,4135.7,4136.4,4135.4,4135.8,100
2025-11-12 08:54:00+00:00,4135.7,4136.0,4134.6,4134.9,165
2025-11-12 08:55:00+00:00,4134.9,4136.3,4134.9,4135.5,157
2025-11-12 08:56:00+00:00,4135.3,4135.4,4134.2,4134.3,116
2025-11-12 08:57:00+00:00,4134.5,4135.8,4134.5,4135.5,95
2025-11-12 08:58:00+00:00,4135.8,4136.6,4135.4,4136.4,82
2025-11-12 08:59:00+00:00,4136.6,4137.3,4136.4,4136.8,148
2025-11-12 09:00:00+00:00,4136.7,4137.1,4136.3,4137.1,142
2025-11-12 09:01:00+00:00,4136.7,4138.6,4136.7,4138.0,370
2025-11-12 09:02:00+00:00,4138.1,4139.4,4138.0,4138.7,351
2025-11-12 09:03:00+00:00,4138.7,4138.8,4137.5,4137.5,162
2025-11-12 09:04:00+00:00,4137.6,4138.4,4136.8,4137.1,145
2025-11-12 09:05:00+00:00,4137.2,4137.8,4136.0,4136.2,267
2025-11-12 09:06:00+00:00,4136.2,4137.0,4135.9,4136.0,126
2025-11-12 09:07:00+00:00,4136.0,4136.3,4135.3,4136.2,141
2025-11-12 09:08:00+00:00,4136.3,4137.1,4136.2,4136.5,100
2025-11-12 09:09:00+00:00,4136.7,4136.7,4135.1,4135.6,122
2025-11-12 09:10:00+00:00,4135.5,4135.8,4134.3,4134.5,248
2025-11-12 09:11:00+00:00,4134.5,4135.0,4133.6,4133.8,204
2025-11-12 09:12:00+00:00,4133.9,4133.9,4132.7,4133.1,320
2025-11-12 09:13:00+00:00,4133.2,4134.2,4132.9,4134.0,189
2025-11-12 09:14:00+00:00,4134.0,4134.7,4133.8,4134.0,143
2025-11-12 09:15:00+00:00,4134.2,4136.1,4134.2,4135.8,186
2025-11-12 09:16:00+00:00,4136.0,4138.2,4135.5,4137.8,399
2025-11-12 09:17:00+00:00,4137.7,4138.0,4135.8,4135.9,207
2025-11-12 09:18:00+00:00,4136.0,4136.1,4134.6,4134.6,150
2025-11-12 09:19:00+00:00,4134.7,4135.1,4133.4,4133.4,177
2025-11-12 09:20:00+00:00,4133.6,4134.9,4133.5,4134.0,199
2025-11-12 09:21:00+00:00,4133.8,4134.7,4132.2,4133.1,380
2025-11-12 09:22:00+00:00,4133.0,4135.7,4133.0,4133.9,282
2025-11-12 09:23:00+00:00,4134.2,4134.6,4133.9,4134.1,102
2025-11-12 09:24:00+00:00,4134.0,4134.8,4133.9,4134.0,93
2025-11-12 09:25:00+00:00,4134.0,4134.0,4131.9,4132.2,285
2025-11-12 09:26:00+00:00,4132.4,4132.8,4130.2,4130.3,697
2025-11-12 09:27:00+00:00,4130.4,4131.3,4130.2,4130.5,266
2025-11-12 09:28:00+00:00,4130.5,4132.7,4129.6,4132.4,397
2025-11-12 09:29:00+00:00,4132.4,4133.4,4132.0,4132.7,221
2025-11-12 09:30:00+00:00,4132.6,4134.9,4132.5,4134.9,245
2025-11-12 09:31:00+00:00,4134.9,4135.3,4133.6,4134.2,248
2025-11-12 09:32:00+00:00,4134.0,4134.0,4132.6,4132.8,169
2025-11-12 09:33:00+00:00,4132.7,4133.7,4132.5,4133.0,125
2025-11-12 09:34:00+00:00,4133.2,4133.5,4131.1,4131.3,245
2025-11-12 09:35:00+00:00,4131.2,4131.8,4129.7,4130.7,282
2025-11-12 09:36:00+00:00,4130.5,4131.8,4130.2,4131.1,305
2025-11-12 09:37:00+00:00,4131.1,4132.3,4130.0,4130.2,363
2025-11-12 09:38:00+00:00,4130.5,4132.6,4130.2,4132.4,337
2025-11-12 09:39:00+00:00,4132.3,4134.8,4132.3,4134.1,280
2025-11-12 09:40:00+00:00,4134.3,4134.8,4132.3,4132.6,214
2025-11-12 09:41:00+00:00,4132.6,4133.7,4131.8,4132.1,117
2025-11-12 09:42:00+00:00,4132.0,4132.0,4130.0,4130.0,262
2025-11-12 09:43:00+00:00,4130.2,4131.1,4130.2,4130.8,148
2025-11-12 09:44:00+00:00,4130.7,4132.4,4130.5,4132.1,148
2025-11-12 09:45:00+00:00,4132.2,4132.7,4131.4,4132.1,108
2025-11-12 09:46:00+00:00,4132.2,4132.7,4130.8,4132.0,137
2025-11-12 09:47:00+00:00,4132.0,4132.0,4130.8,4131.0,53
2025-11-12 09:48:00+00:00,4130.7,4131.5,4130.5,4131.2,117
2025-11-12 09:49:00+00:00,4130.8,4131.8,4129.7,4129.9,148
2025-11-12 09:50:00+00:00,4130.0,4130.6,4126.7,4127.5,622
2025-11-12 09:51:00+00:00,4127.7,4128.6,4126.3,4127.2,370
2025-11-12 09:52:00+00:00,4127.2,4129.0,4126.8,4128.8,291
2025-11-12 09:53:00+00:00,4128.8,4129.9,4128.0,4129.4,278
2025-11-12 09:54:00+00:00,4129.3,4131.3,4128.7,4129.9,350
2025-11-12 09:55:00+00:00,4129.8,4131.6,4129.7,4131.1,299
2025-11-12 09:56:00+00:00,4131.0,4131.1,4129.1,4129.3,284
2025-11-12 09:57:00+00:00,4129.5,4130.1,4128.9,4129.7,146
2025-11-12 09:58:00+00:00,4129.5,4130.6,4128.4,4130.4,160
2025-11-12 09:59:00+00:00,4130.1,4131.0,4130.0,4130.5,84
2025-11-12 10:00:00+00:00,4130.4,4130.4,4129.3,4129.5,116
2025-11-12 10:01:00+00:00,4129.5,4130.6,4129.3,4130.1,169
2025-11-12 10:02:00+00:00,4129.9,4131.0,4128.7,4129.6,272
2025-11-12 10:03:00+00:00,4129.8,4131.0,4129.5,4130.7,220
2025-11-12 10:04:00+00:00,4131.1,4132.0,4130.9,4131.6,294
2025-11-12 10:05:00+00:00,4131.6,4132.4,4130.8,4131.1,160
2025-11-12 10:06:00+00:00,4131.0,4131.9,4130.5,4131.6,131
2025-11-12 10:07:00+00:00,4131.6,4131.8,4129.9,4130.0,115
2025-11-12 10:08:00+00:00,4130.1,4130.3,4128.9,4129.1,123
2025-11-12 10:09:00+00:00,4129.1,4130.9,4129.1,4130.3,112
2025-11-12 10:10:00+00:00,4130.3,4130.7,4129.3,4129.3,84
2025-11-12 10:11:00+00:00,4129.2,4129.5,4127.5,4127.7,285
2025-11-12 10:12:00+00:00,4127.8,4129.9,4127.8,4129.5,188
2025-11-12 10:13:00+00:00,4129.6,4131.0,4129.6,4130.5,104
2025-11-12 10:14:00+00:00,4130.3,4131.6,4130.1,4131.6,170
2025-11-12 10:15:00+00:00,4131.5,4132.4,4130.7,4132.2,179
2025-11-12 10:16:00+00:00,4132.3,4134.0,4132.0,4134.0,310
2025-11-12 10:17:00+00:00,4133.9,4134.5,4132.4,4133.4,375
2025-11-12 10:18:00+00:00,4133.3,4134.2,4132.5,4132.7,221
2025-11-12 10:19:00+00:00,4132.8,4133.0,4131.5,4131.5,192
2025-11-12 10:20:00+00:00,4131.6,4132.8,4131.2,4131.9,193
2025-11-12 10:21:00+00:00,4132.0,4132.3,4130.2,4131.4,202
2025-11-12 10:22:00+00:00,4131.7,4131.8,4129.7,4129.7,204
2025-11-12 10:23:00+00:00,4129.7,4130.5,4128.9,4129.1,154
2025-11-12 10:24:00+00:00,4129.2,4129.4,4128.1,4128.3,198
2025-11-12 10:25:00+00:00,4128.3,4128.3,4126.4,4126.9,436
2025-11-12 10:26:00+00:00,4126.9,4128.0,4126.5,4126.8,311
2025-11-12 10:27:00+00:00,4126.8,4129.1,4126.7,4127.7,204
2025-11-12 10:28:00+00:00,4127.7,4127.7,4126.5,4126.7,148
2025-11-12 10:29:00+00:00,4126.5,4127.2,4125.7,4126.6,461
2025-11-12 10:30:00+00:00,4126.4,4126.7,4123.3,4125.3,908
2025-11-12 10:31:00+00:00,4125.2,4128.3,4124.6,4127.5,431
2025-11-12 10:32:00+00:00,4127.7,4128.6,4127.2,4128.0,149
2025-11-12 10:33:00+00:00,4128.1,4128.2,4127.5,4127.8,103
2025-11-12 10:34:00+00:00,4127.8,4129.4,4127.5,4128.4,177
2025-11-12 10:35:00+00:00,4128.3,4128.3,4127.3,4127.9,107
2025-11-12 10:36:00+00:00,4128.0,4130.0,4128.0,4130.0,139
2025-11-12 10:37:00+00:00,4129.9,4130.8,4129.0,4130.0,325
2025-11-12 10:38:00+00:00,4130.2,4130.9,4129.7,4130.5,181
2025-11-12 10:39:00+00:00,4130.5,4131.9,4130.4,4131.4,208
2025-11-12 10:40:00+00:00,4131.4,4134.0,4131.3,4133.7,305
2025-11-12 10:41:00+00:00,4133.6,4133.7,4131.5,4132.3,257
2025-11-12 10:42:00+00:00,4132.3,4132.5,4131.2,4132.2,256
2025-11-12 10:43:00+00:00,4132.2,4132.2,4130.9,4131.7,177
2025-11-12 10:44:00+00:00,4131.4,4132.0,4131.1,4131.6,97
2025-11-12 10:45:00+00:00,4131.7,4133.7,4131.7,4133.2,247
2025-11-12 10:46:00+00:00,4133.4,4133.6,4131.2,4131.8,180
2025-11-12 10:47:00+00:00,4131.7,4131.8,4130.6,4131.8,142
2025-11-12 10:48:00+00:00,4131.8,4132.3,4131.6,4132.2,100
2025-11-12 10:49:00+00:00,4132.5,4133.5,4132.3,4133.2,103
2025-11-12 10:50:00+00:00,4133.1,4133.4,4132.5,4132.9,78
2025-11-12 10:51:00+00:00,4132.7,4133.1,4131.6,4132.5,172
2025-11-12 10:52:00+00:00,4132.4,4132.5,4131.4,4131.8,127
2025-11-12 10:53:00+00:00,4131.6,4131.8,4131.2,4131.7,73
2025-11-12 10:54:00+00:00,4131.4,4131.7,4130.3,4131.6,158
2025-11-12 10:55:00+00:00,4131.7,4133.3,4131.7,4133.1,143
2025-11-12 10:56:00+00:00,4133.2,4133.3,4132.8,4133.2,100
2025-11-12 10:57:00+00:00,4133.2,4134.5,4133.0,4134.3,154
2025-11-12 10:58:00+00:00,4134.3,4135.3,4134.3,4134.6,261
2025-11-12 10:59:00+00:00,4134.6,4134.6,4132.8,4133.4,228
2025-11-12 11:00:00+00:00,4133.5,4135.0,4133.5,4135.0,178
2025-11-12 11:01:00+00:00,4134.8,4135.5,4133.7,4134.6,254
2025-11-12 11:02:00+00:00,4134.5,4134.5,4133.5,4133.9,83
2025-11-12 11:03:00+00:00,4133.9,4134.2,4132.4,4132.7,124
2025-11-12 11:04:00+00:00,4132.6,4133.1,4132.3,4132.7,85
2025-11-12 11:05:00+00:00,4132.8,4133.5,4132.6,4133.4,65
2025-11-12 11:06:00+00:00,4133.4,4134.1,4133.4,4133.5,59
2025-11-12 11:07:00+00:00,4133.5,4134.1,4133.4,4134.0,53
2025-11-12 11:08:00+00:00,4134.1,4134.7,4133.8,4134.6,46
2025-11-12 11:09:00+00:00,4134.4,4135.2,4134.4,4134.8,117
2025-11-12 11:10:00+00:00,4135.0,4136.9,4134.8,4136.7,387
2025-11-12 11:11:00+00:00,4136.7,4136.7,4135.6,4135.6,123
2025-11-12 11:12:00+00:00,4135.7,4136.6,4135.1,4136.1,154
2025-11-12 11:13:00+00:00,4136.0,4136.6,4135.4,4135.9,104
2025-11-12 11:14:00+00:00,4135.8,4137.1,4135.8,4137.0,173
2025-11-12 11:15:00+00:00,4136.8,4137.1,4134.7,4134.7,194
2025-11-12 11:16:00+00:00,4134.9,4135.2,4134.3,4134.7,150
2025-11-12 11:17:00+00:00,4134.5,4135.0,4133.8,4134.6,124
2025-11-12 11:18:00+00:00,4134.7,4135.0,4134.2,4134.2,105
2025-11-12 11:19:00+00:00,4134.2,4134.3,4133.3,4133.5,122
2025-11-12 11:20:00+00:00,4133.7,4134.2,4130.6,4131.0,519
2025-11-12 11:21:00+00:00,4131.1,4131.2,4130.4,4130.5,146
2025-11-12 11:22:00+00:00,4130.3,4130.8,4128.6,4129.2,365
2025-11-12 11:23:00+00:00,4129.3,4131.3,4129.0,4131.1,213
2025-11-12 11:24:00+00:00,4131.0,4131.7,4130.7,4131.0,118
2025-11-12 11:25:00+00:00,4131.1,4132.6,4130.7,4132.6,207
2025-11-12 11:26:00+00:00,4132.5,4133.5,4130.8,4132.0,263
2025-11-12 11:27:00+00:00,4131.7,4131.9,4130.7,4130.7,98
2025-11-12 11:28:00+00:00,4130.5,4131.9,4130.0,4131.8,159
2025-11-12 11:29:00+00:00,4131.8,4131.8,4129.7,4129.8,142
2025-11-12 11:30:00+00:00,4129.6,4130.6,4129.0,4130.1,181
2025-11-12 11:31:00+00:00,4130.1,4132.8,4129.8,4132.7,204
2025-11-12 11:32:00+00:00,4132.6,4132.9,4131.7,4132.8,174
2025-11-12 11:33:00+00:00,4132.8,4133.5,4132.2,4132.6,244
2025-11-12 11:34:00+00:00,4132.4,4132.7,4132.0,4132.5,90
2025-11-12 11:35:00+00:00,4132.6,4134.0,4132.5,4133.6,105
2025-11-12 11:36:00+00:00,4133.7,4134.0,4133.2,4133.2,81
2025-11-12 11:37:00+00:00,4133.3,4133.3,4132.6,4132.7,71
2025-11-12 11:38:00+00:00,4132.8,4134.0,4132.5,4133.6,152
2025-11-12 11:39:00+00:00,4133.5,4133.7,4131.5,4132.5,225
2025-11-12 11:40:00+00:00,4132.6,4132.6,4132.0,4132.3,62
2025-11-12 11:41:00+00:00,4132.0,4132.5,4131.4,4132.1,119
2025-11-12 11:42:00+00:00,4132.3,4133.5,4132.1,4133.3,89
2025-11-12 11:43:00+00:00,4133.3,4134.2,4133.0,4133.4,205
2025-11-12 11:44:00+00:00,4133.3,4133.8,4133.2,4133.8,52
2025-11-12 11:45:00+00:00,4133.8,4134.4,4133.3,4133.6,111
2025-11-12 11:46:00+00:00,4133.6,4134.1,4133.1,4133.3,75
2025-11-12 11:47:00+00:00,4133.1,4133.8,4132.4,4133.8,128
2025-11-12 11:48:00+00:00,4133.8,4134.1,4133.0,4133.0,66
2025-11-12 11:49:00+00:00,4132.8,4133.1,4131.4,4132.0,145
2025-11-12 11:50:00+00:00,4132.0,4132.7,4131.0,4132.2,148
2025-11-12 11:51:00+00:00,4132.3,4133.5,4132.2,4133.2,84
2025-11-12 11:52:00+00:00,4133.2,4133.5,4132.3,4132.3,104
2025-11-12 11:53:00+00:00,4132.2,4132.8,4131.8,4132.7,81
2025-11-12 11:54:00+00:00,4132.6,4133.5,4132.4,4132.5,56
2025-11-12 11:55:00+00:00,4132.3,4132.4,4131.0,4131.0,154
2025-11-12 11:56:00+00:00,4131.0,4131.1,4129.0,4129.1,457
2025-11-12 11:57:00+00:00,4129.2,4131.7,4129.1,4130.2,203
2025-11-12 11:58:00+00:00,4130.1,4131.5,4129.4,4131.3,196
2025-11-12 11:59:00+00:00,4131.1,4132.5,4131.0,4131.5,284
2025-11-12 12:00:00+00:00,4131.2,4133.1,4130.8,4131.2,160
2025-11-12 12:01:00+00:00,4131.2,4131.5,4130.3,4130.5,215
2025-11-12 12:02:00+00:00,4130.3,4132.6,4130.2,4131.8,234
2025-11-12 12:03:00+00:00,4131.9,4133.7,4131.8,4133.6,195
2025-11-12 12:04:00+00:00,4133.6,4133.6,4132.2,4133.3,159
2025-11-12 12:05:00+00:00,4133.2,4135.7,4132.9,4135.7,429
2025-11-12 12:06:00+00:00,4135.5,4135.7,4134.1,4134.5,274
2025-11-12 12:07:00+00:00,4134.6,4134.9,4133.2,4133.5,127
2025-11-12 12:08:00+00:00,4133.5,4134.5,4132.6,4132.6,206
2025-11-12 12:09:00+00:00,4132.7,4133.7,4132.5,4133.7,102
2025-11-12 12:10:00+00:00,4133.8,4135.0,4133.7,4134.3,112
2025-11-12 12:11:00+00:00,4134.2,4134.7,4133.3,4134.6,123
2025-11-12 12:12:00+00:00,4134.5,4135.6,4134.0,4135.1,232
2025-11-12 12:13:00+00:00,4135.0,4135.5,4134.5,4135.3,79
2025-11-12 12:14:00+00:00,4135.3,4136.5,4135.0,4136.2,328
2025-11-12 12:15:00+00:00,4136.3,4137.5,4136.0,4137.1,338
2025-11-12 12:16:00+00:00,4136.9,4138.2,4136.9,4137.9,298
2025-11-12 12:17:00+00:00,4137.9,4138.8,4137.6,4137.8,236
2025-11-12 12:18:00+00:00,4138.0,4138.5,4137.2,4138.1,228
2025-11-12 12:19:00+00:00,4138.0,4138.5,4135.7,4137.1,281
2025-11-12 12:20:00+00:00,4137.0,4138.4,4136.8,4137.2,177
2025-11-12 12:21:00+00:00,4137.2,4139.8,4136.9,4139.6,592
2025-11-12 12:22:00+00:00,4139.5,4140.3,4139.0,4140.2,323
2025-11-12 12:23:00+00:00,4140.0,4140.2,4137.7,4138.3,268
2025-11-12 12:24:00+00:00,4138.1,4139.6,4137.9,4139.4,197
2025-11-12 12:25:00+00:00,4139.4,4141.0,4138.9,4141.0,344
2025-11-12 12:26:00+00:00,4141.0,4143.5,4140.6,4142.9,1014
2025-11-12 12:27:00+00:00,4142.7,4143.0,4141.7,4141.9,280
2025-11-12 12:28:00+00:00,4141.8,4143.2,4141.4,4142.4,339
2025-11-12 12:29:00+00:00,4142.5,4144.0,4142.2,4142.7,358
2025-11-12 12:30:00+00:00,4142.6,4144.0,4142.5,4143.4,464
2025-11-12 12:31:00+00:00,4143.3,4143.8,4142.7,4143.4,173
2025-11-12 12:32:00+00:00,4143.3,4144.5,4142.8,4144.2,403
2025-11-12 12:33:00+00:00,4144.3,4144.9,4143.9,4144.6,291
2025-11-12 12:34:00+00:00,4144.6,4146.2,4144.5,4145.1,652
2025-11-12 12:35:00+00:00,4144.9,4145.9,4143.7,4143.7,380
2025-11-12 12:36:00+00:00,4143.9,4145.3,4143.8,4144.6,253
2025-11-12 12:37:00+00:00,4144.5,4145.6,4144.2,4144.8,162
2025-11-12 12:38:00+00:00,4144.6,4145.1,4144.0,4144.5,182
2025-11-12 12:39:00+00:00,4144.3,4144.7,4143.6,4144.2,215
2025-11-12 12:40:00+00:00,4144.2,4144.2,4142.5,4142.7,397
2025-11-12 12:41:00+00:00,4142.6,4142.6,4139.8,4140.9,690
2025-11-12 12:42:00+00:00,4140.7,4141.6,4140.0,4141.2,412
2025-11-12 12:43:00+00:00,4141.3,4141.9,4140.7,4140.9,330
2025-11-12 12:44:00+00:00,4140.8,4141.4,4140.0,4140.4,307
2025-11-12 12:45:00+00:00,4140.5,4141.6,4139.5,4141.5,266
2025-11-12 12:46:00+00:00,4141.5,4142.4,4140.9,4141.5,334
2025-11-12 12:47:00+00:00,4141.4,4143.6,4141.2,4142.5,334
2025-11-12 12:48:00+00:00,4142.6,4143.0,4140.8,4140.9,213
2025-11-12 12:49:00+00:00,4141.1,4141.4,4140.2,4140.3,126
2025-11-12 12:50:00+00:00,4140.3,4140.6,4139.2,4139.3,313
2025-11-12 12:51:00+00:00,4139.2,4140.8,4139.1,4140.6,156
2025-11-12 12:52:00+00:00,4140.6,4141.2,4140.4,4141.0,138
2025-11-12 12:53:00+00:00,4140.8,4141.1,4139.0,4139.2,221
2025-11-12 12:54:00+00:00,4139.2,4139.4,4137.6,4137.8,465
2025-11-12 12:55:00+00:00,4137.8,4138.0,4136.2,4137.9,549
2025-11-12 12:56:00+00:00,4137.8,4138.5,4136.6,4136.8,299
2025-11-12 12:57:00+00:00,4136.7,4137.0,4136.1,4136.3,203
2025-11-12 12:58:00+00:00,4136.2,4137.4,4135.9,4136.9,217
2025-11-12 12:59:00+00:00,4136.9,4137.2,4136.0,4136.4,150
2025-11-12 13:00:00+00:00,4136.5,4136.5,4134.3,4134.6,582
2025-11-12 13:01:00+00:00,4134.7,4135.3,4133.1,4135.3,566
2025-11-12 13:02:00+00:00,4135.4,4136.8,4134.4,4136.1,449
2025-11-12 13:03:00+00:00,4136.3,4137.1,4135.5,4136.6,330
2025-11-12 13:04:00+00:00,4136.6,4137.4,4135.9,4137.4,260
2025-11-12 13:05:00+00:00,4137.3,4137.7,4135.1,4135.1,395
2025-11-12 13:06:00+00:00,4135.2,4136.2,4133.8,4135.9,452
2025-11-12 13:07:00+00:00,4136.2,4136.8,4134.1,4134.1,314
2025-11-12 13:08:00+00:00,4134.0,4134.2,4132.7,4133.3,468
2025-11-12 13:09:00+00:00,4133.3,4134.0,4131.4,4131.6,520
2025-11-12 13:10:00+00:00,4131.5,4131.8,4128.1,4131.7,1229
2025-11-12 13:11:00+00:00,4131.7,4133.3,4130.0,4131.1,637
2025-11-12 13:12:00+00:00,4131.1,4132.9,4129.7,4132.9,323
2025-11-12 13:13:00+00:00,4132.9,4133.2,4131.0,4132.3,379
2025-11-12 13:14:00+00:00,4132.3,4133.5,4131.6,4131.7,384
2025-11-12 13:15:00+00:00,4131.5,4133.4,4130.8,4133.4,343
2025-11-12 13:16:00+00:00,4133.2,4133.3,4131.5,4131.8,265
2025-11-12 13:17:00+00:00,4131.9,4133.0,4131.3,4132.2,188
2025-11-12 13:18:00+00:00,4131.9,4132.0,4130.5,4130.5,343
2025-11-12 13:19:00+00:00,4130.5,4130.9,4128.8,4129.4,560
2025-11-12 13:20:00+00:00,4129.4,4133.3,4129.4,4132.5,550
2025-11-12 13:21:00+00:00,4132.4,4133.0,4131.6,4133.0,211
2025-11-12 13:22:00+00:00,4133.1,4135.0,4133.1,4134.1,618
2025-11-12 13:23:00+00:00,4134.2,4135.6,4133.1,4135.2,612
2025-11-12 13:24:00+00:00,4135.1,4136.5,4134.1,4135.4,449
2025-11-12 13:25:00+00:00,4135.6,4136.5,4133.2,4134.0,513
2025-11-12 13:26:00+00:00,4134.0,4134.9,4131.7,4132.3,448
2025-11-12 13:27:00+00:00,4132.5,4134.1,4132.1,4133.7,305
2025-11-12 13:28:00+00:00,4133.7,4135.4,4133.3,4134.5,256
2025-11-12 13:29:00+00:00,4135.0,4135.4,4133.2,4133.5,198
2025-11-12 13:30:00+00:00,4133.5,4134.7,4132.5,4133.6,340
2025-11-12 13:31:00+00:00,4133.7,4134.7,4133.2,4134.4,214
2025-11-12 13:32:00+00:00,4134.4,4136.7,4134.3,4136.5,546
2025-11-12 13:33:00+00:00,4136.3,4137.0,4135.4,4136.4,345
2025-11-12 13:34:00+00:00,4136.9,4138.2,4136.6,4138.1,537
2025-11-12 13:35:00+00:00,4138.1,4139.0,4135.7,4135.8,669
